dataset,rows,seed,method,status,new_model_fits,original_method_fits,elapsed_seconds,peak_memory_gib,all_loss,l1_loss,error,one_se_loss,argmin_loss,one_se_size,argmin_size,one_se_jaccard,argmin_jaccard,loss_difference,size_difference,jaccard_difference,changed_folds,one_se_minus_all,one_se_minus_l1,argmin_minus_all,argmin_minus_l1
yearpredictionmsd,3000,502,ungated-T2,complete,6,8626,0.04019233305007219,0.1587371826171875,96.82000955473977,95.63446215070213,,100.88529961406704,95.53862578842114,6.666666666666667,51.333333333333336,0.29914529914529914,0.37777777777777777,-5.346673825645894,44.66666666666667,0.07863247863247863,3,4.065290059327268,5.250837463364903,-1.2813837663186263,-0.09583636228099124
yearpredictionmsd,3000,503,gated-T1,complete,6,4401,0.0410840418189764,0.1432647705078125,98.4408777253379,97.61204752315962,,103.9011138853976,100.28393916916464,13.333333333333334,32.0,0.21226142278773855,0.2716339869281046,-3.6171747162329666,18.666666666666664,0.05937256414036604,3,5.460236160059708,6.289066362237989,1.8430614438267412,2.6718916460050224
yearpredictionmsd,3000,503,gated-T2,complete,6,8709,0.035920167341828346,0.1463165283203125,98.4408777253379,97.61204752315962,,102.53607224415045,98.77822519442277,10.666666666666666,32.0,0.24644945697577278,0.36334893295379617,-3.7578470497276726,21.333333333333336,0.11689947597802339,3,4.095194518812548,4.924024720990829,0.33734746908487523,1.1661776712631564
yearpredictionmsd,3000,503,ungated-T1,complete,6,4365,0.04181495774537325,0.1439666748046875,98.4408777253379,97.61204752315962,,99.88443606935164,98.64167730789814,10.666666666666666,32.0,0.399881164587047,0.3431755680995803,-1.2427587614535014,21.333333333333336,-0.0567055964874667,3,1.4435583440137378,2.272388546192019,0.20079958256023644,1.0296297847385176
yearpredictionmsd,3000,503,ungated-T2,complete,6,8635,0.03356995899230242,0.146575927734375,98.4408777253379,97.61204752315962,,103.10474210922668,98.64430932528865,10.666666666666666,32.0,0.3503455608718766,0.2887074829931973,-4.460432783938032,21.333333333333336,-0.06163807787867931,3,4.663864383888779,5.49269458606706,0.203431599950747,1.0322618021290282
yearpredictionmsd,3000,504,gated-T1,complete,6,4401,0.046406207606196404,0.143280029296875,100.46280279239669,100.04026442977666,,100.29298325581952,99.61477979635997,16.0,46.0,0.22045855379188714,0.26549707602339184,-0.678203459459553,30.0,0.0450385222315047,2,-0.1698195365771653,0.2527188260428659,-0.8480229960367183,-0.4254846334166871
yearpredictionmsd,3000,504,gated-T2,complete,6,8709,0.03785749990493059,0.158233642578125,100.46280279239669,100.04026442977666,,103.488251791023,100.03475509264985,12.0,40.666666666666664,0.21907993966817496,0.19544159544159545,-3.453496698373158,28.666666666666664,-0.02363834422657951,2,3.0254489986263167,3.447987361246348,-0.4280476997468412,-0.00550933712681001
yearpredictionmsd,3000,504,ungated-T1,complete,6,4364,0.05423337500542402,0.1541595458984375,100.46280279239669,100.04026442977666,,101.00514745660331,99.75895742708592,10.666666666666666,70.66666666666667,0.26549707602339184,0.5703703703703704,-1.2461900295173933,60.00000000000001,0.3048732943469786,3,0.5423446642066239,0.964883026826655,-0.7038453653107695,-0.2813070026907383
yearpredictionmsd,3000,504,ungated-T2,complete,6,8621,0.04812762513756752,0.163604736328125,100.46280279239669,100.04026442977666,,103.6571149866475,99.7362282368706,6.666666666666667,70.66666666666667,0.48484848484848486,0.5703703703703704,-3.9208867497768978,64.0,0.08552188552188555,3,3.194312194250813,3.616850556870844,-0.726574555526085,-0.30403619290605377
yearpredictionmsd,3000,505,gated-T1,complete,6,4401,0.04666370805352926,0.1436309814453125,111.09089922457893,110.45249714967935,,118.70955172679437,113.02243116629315,16.0,51.333333333333336,0.11168311168311168,0.3303703703703704,-5.687120560501228,35.333333333333336,0.21868725868725875,3,7.61865250221544,8.257054577115028,1.931531941714212,2.5699340166138
yearpredictionmsd,3000,505,gated-T2,complete,6,8709,0.033272541128098965,0.149078369140625,111.09089922457893,110.45249714967935,,116.51368439449716,112.68820016371755,9.333333333333334,32.0,0.23660130718954245,0.2803414699213019,-3.825484230779608,22.666666666666664,0.04374016273175943,3,5.422785169918228,6.061187244817816,1.59730093913862,2.235703014038208
yearpredictionmsd,3000,505,ungated-T1,complete,6,4361,0.04468558356165886,0.149017333984375,111.09089922457893,110.45249714967935,,115.29654685066355,110.71429676624774,14.666666666666666,51.333333333333336,0.18903318903318903,0.322004357298475,-4.582250084415804,36.66666666666667,0.13297116826528596,2,4.2056476260846125,4.8440497009842005,-0.37660245833119177,0.26179961656839623
yearpredictionmsd,3000,505,ungated-T2,complete,6,8629,0.046214417554438114,0.1504364013671875,111.09089922457893,110.45249714967935,,114.10251144690507,110.10521971446947,16.0,51.333333333333336,0.18336565395388926,0.37777777777777777,-3.997291732435599,35.333333333333336,0.1944121238238885,2,3.0116122223261357,3.6500142972257237,-0.9856795101094633,-0.3472774352098753
yearpredictionmsd,5000,501,gated-T1,complete,6,4401,0.14991866704076529,0.1455230712890625,91.03026448114183,90.93446983662368,,91.76482133792166,91.03026448114183,65.33333333333333,90.0,0.4518518518518519,1.0,-0.7345568567798324,24.66666666666667,0.548148148148148,1,0.7345568567798324,0.830351501297983,0.0,0.09579464451815056
yearpredictionmsd,5000,501,gated-T2,complete,6,8707,0.10932454187422991,0.1630096435546875,91.03026448114183,90.93446983662368,,96.48174380155156,91.03026448114183,21.333333333333332,90.0,0.27402452619843926,1.0,-5.451479320409732,68.66666666666667,0.7259754738015607,3,5.451479320409732,5.547273964927882,0.0,0.09579464451815056
yearpredictionmsd,5000,501,ungated-T1,complete,6,4362,0.10869383346289396,0.1539154052734375,91.03026448114183,90.93446983662368,,94.93268181450986,91.03026448114183,18.666666666666668,90.0,0.2730015082956259,1.0,-3.902417333368035,71.33333333333333,0.7269984917043741,3,3.902417333368035,3.9982119778861858,0.0,0.09579464451815056
yearpredictionmsd,5000,501,ungated-T2,complete,6,8627,0.12409633304923773,0.165313720703125,91.03026448114183,90.93446983662368,,95.31100416642452,91.03026448114183,35.333333333333336,90.0,0.17037037037037037,1.0,-4.280739685282697,54.666666666666664,0.8296296296296296,2,4.280739685282697,4.3765343298008474,0.0,0.09579464451815056
yearpredictionmsd,5000,502,gated-T1,complete,6,4401,0.1511155003681779,0.1803741455078125,97.82657405631738,97.92248591086779,,99.65053677678499,97.82657405631738,65.33333333333333,90.0,0.4518518518518519,1.0,-1.8239627204676054,24.66666666666667,0.548148148148148,1,1.8239627204676054,1.7280508659171971,0.0,-0.0959118545504083
yearpredictionmsd,5000,502,gated-T2,complete,6,8709,0.11181408353149891,0.2018890380859375,97.82657405631738,97.92248591086779,,102.51002836269755,97.82657405631738,26.666666666666668,90.0,0.26495726495726496,1.0,-4.68345430638017,63.33333333333333,0.7350427350427351,3,4.68345430638017,4.587542451829762,0.0,-0.0959118545504083
yearpredictionmsd,5000,502,ungated-T1,complete,6,4361,0.11770645901560783,0.199462890625,97.82657405631738,97.92248591086779,,100.71143181523702,97.82657405631738,26.666666666666668,90.0,0.31621879521039187,1.0,-2.8848577589196367,63.33333333333333,0.6837812047896081,3,2.8848577589196367,2.7889459043692284,0.0,-0.0959118545504083
yearpredictionmsd,5000,502,ungated-T2,complete,6,8626,0.1288562910631299,0.2155914306640625,97.82657405631738,97.92248591086779,,99.56733309925748,97.82657405631738,46.0,90.0,0.3150326797385621,1.0,-1.7407590429400983,44.0,0.6849673202614379,2,1.7407590429400983,1.64484718838969,0.0,-0.0959118545504083
yearpredictionmsd,5000,503,gated-T1,complete,6,4401,0.1498192921280861,0.18060302734375,92.79538552747954,93.1785707717695,,95.51658914998849,92.79538552747954,70.66666666666667,90.0,0.5703703703703704,1.0,-2.721203622508952,19.33333333333333,0.4296296296296296,1,2.721203622508952,2.3380183782189903,0.0,-0.3831852442899617
yearpredictionmsd,5000,503,gated-T2,complete,6,8709,0.1329372078180313,0.1972198486328125,92.79538552747954,93.1785707717695,,95.99786915123775,92.79538552747954,51.333333333333336,90.0,0.3303703703703704,1.0,-3.202483623758212,38.666666666666664,0.6696296296296296,2,3.202483623758212,2.8192983794682505,0.0,-0.3831852442899617
yearpredictionmsd,5000,503,ungated-T1,complete,6,4365,0.09923866577446461,0.1889495849609375,92.79538552747954,93.1785707717695,,95.57231236491428,93.61394291390747,32.0,70.66666666666667,0.3621132696063316,0.5703703703703704,-1.958369451006817,38.66666666666667,0.2082571007640388,2,2.7769268374347433,2.3937415931447816,0.8185573864279263,0.4353721421379646
yearpredictionmsd,5000,503,ungated-T2,complete,6,8635,0.09840408246964216,0.2034912109375,92.79538552747954,93.1785707717695,,95.38993420960323,93.46721778655541,32.0,70.66666666666667,0.432996632996633,0.5703703703703704,-1.9227164230478166,38.66666666666667,0.13737373737373743,2,2.594548682123687,2.2113634378337252,0.6718322590758703,0.2886470147859086
yearpredictionmsd,5000,504,gated-T1,complete,6,4401,0.10844845790416002,0.1723785400390625,96.70259667495337,96.04206931203687,,100.32483921367964,96.70259667495337,18.666666666666668,90.0,0.17119628339140536,1.0,-3.622242538726269,71.33333333333333,0.8288037166085946,3,3.622242538726269,4.282769901642766,0.0,0.6605273629164969
yearpredictionmsd,5000,504,gated-T2,complete,6,8709,0.09996004216372967,0.1998138427734375,96.70259667495337,96.04206931203687,,100.70735629355472,96.70259667495337,13.333333333333334,90.0,0.26376811594202904,1.0,-4.004759618601355,76.66666666666667,0.7362318840579709,3,4.004759618601355,4.665286981517852,0.0,0.6605273629164969
yearpredictionmsd,5000,504,ungated-T1,complete,6,4364,0.10121129266917706,0.17938232421875,96.70259667495337,96.04206931203687,,101.17817862359966,96.70259667495337,13.333333333333334,90.0,0.32898913951545533,1.0,-4.475581948646294,76.66666666666667,0.6710108604845446,3,4.475581948646294,5.136109311562791,0.0,0.6605273629164969
yearpredictionmsd,5000,504,ungated-T2,complete,6,8621,0.08250841684639454,0.202117919921875,96.70259667495337,96.04206931203687,,100.90013704389513,96.85067541655934,13.333333333333334,70.66666666666667,0.3503455608718766,0.5703703703703704,-4.049461627335788,57.333333333333336,0.2200248094984938,3,4.197540368941759,4.858067731858256,0.14807874160597123,0.8086061045224682
yearpredictionmsd,5000,505,gated-T1,complete,6,4401,0.11233695782721043,0.167022705078125,91.87577861044231,91.76984129485153,,95.99198709013433,91.87577861044231,21.333333333333332,90.0,0.23565323565323562,1.0,-4.11620847969202,68.66666666666667,0.7643467643467644,3,4.11620847969202,4.222145795282799,0.0,0.10593731559077924
yearpredictionmsd,5000,505,gated-T2,complete,6,8709,0.08690345846116543,0.1873016357421875,91.87577861044231,91.76984129485153,,96.34244095326726,93.44150788867694,16.0,70.66666666666667,0.30657687991021326,0.5703703703703704,-2.900933064590319,54.66666666666667,0.26379349046015715,3,4.466662342824947,4.572599658415726,1.5657292782346275,1.6716665938254067
yearpredictionmsd,5000,505,ungated-T1,complete,6,4361,0.08182570897042751,0.1787109375,91.87577861044231,91.76984129485153,,97.33531497423712,91.70865898592376,10.666666666666666,70.66666666666667,0.30994152046783624,0.5703703703703704,-5.62665598831336,60.00000000000001,0.2604288499025342,3,5.459536363794811,5.56547367938559,-0.16711962451854845,-0.06118230892776921
yearpredictionmsd,5000,505,ungated-T2,complete,6,8629,0.0684197498485446,0.191802978515625,91.87577861044231,91.76984129485153,,97.52152622323199,92.1830436271888,10.666666666666666,51.333333333333336,0.2888888888888889,0.39982773471145566,-5.3384825960431925,40.66666666666667,0.11093884582256675,3,5.645747612789677,5.751684928380456,0.3072650167464843,0.41320233233726356
