n,rho,snr,method,seeds,constraint_passes,loss_failures,size_failures,boundary_ties,folds,mean_outer_loss_n,mean_outer_loss_mean,mean_outer_loss_mcse,mean_outer_loss_low,mean_outer_loss_high,mean_selected_size_n,mean_selected_size_mean,mean_selected_size_mcse,mean_selected_size_low,mean_selected_size_high,class_recall_n,class_recall_mean,class_recall_mcse,class_recall_low,class_recall_high,model_fits_n,model_fits_mean,model_fits_mcse,model_fits_low,model_fits_high,wall_clock_seconds_n,wall_clock_seconds_mean,wall_clock_seconds_mcse,wall_clock_seconds_low,wall_clock_seconds_high,mean_pairwise_jaccard_n,mean_pairwise_jaccard_mean,mean_pairwise_jaccard_mcse,mean_pairwise_jaccard_low,mean_pairwise_jaccard_high
300,0.5,2.0,local-T2,10,2,8,0,0,30,10,1.1340170322602883,0.02861067024116397,1.0692951996417817,1.1987388648787949,10,1.7999999999999996,0.13333333333333333,1.498379044960239,2.10162095503976,10,0.4111111111111111,0.02371527495345499,0.35746343200742403,0.46475879021479816,10,1120.4,0.30550504633038933,1119.7088995711729,1121.0911004288273,10,1.99011,0.011978865184612057,1.9630119243204358,2.017208075679564,10,0.425,0.05678425224615541,0.2965450970472195,0.5534549029527804
300,0.5,2.0,local-T4,10,4,6,0,0,30,10,1.0870553298326493,0.025335563586476834,1.0297423031919712,1.1443683564733274,10,1.9,0.17249082995844472,1.509798633492497,2.2902013665075027,10,0.4111111111111111,0.033333333333333326,0.33570587235117094,0.48651634987105125,10,2174.9,0.9363047936792092,2172.7819314044164,2177.018068595584,10,3.8783000000000003,0.02532050552417943,3.821021037062806,3.9355789629371944,10,0.586111111111111,0.0514618267836676,0.4696963710417569,0.7025258511804652
300,0.5,2.0,loco-gated-B1,10,0,10,0,1,30,10,1.1384493809437806,0.022123728736983962,1.0884020295136079,1.1884967323739533,10,2.033333333333333,0.26965913554470217,1.4233219883469133,2.643344678319753,10,0.4222222222222222,0.03628873693012115,0.34013139604684894,0.5043130483975955,10,591.0,0.0,591.0,591.0,10,1.07935,0.008975624397964366,1.0590457269775586,1.0996542730224415,10,0.3734126984126983,0.05237310213207287,0.25493651028666775,0.49188888653872886
300,0.5,2.0,loco-matched-T2,10,7,3,0,1,30,10,1.0553336483008622,0.024709906475995563,0.9994359563741151,1.1112313402276093,10,2.833333333333333,0.359182886116547,2.0208051947502543,3.6458614719164117,10,0.4999999999999999,0.055555555555555546,0.3743246020667663,0.6256753979332335,10,1140.0,0.0,1140.0,1140.0,10,2.0803599999999998,0.013608569195751466,2.0495752777183958,2.1111447222816038,10,0.515079365079365,0.06188350378904101,0.37508915372393603,0.655069576434794
300,0.5,2.0,loco-matched-T4,10,6,4,0,0,30,10,1.0538803939582437,0.0260192871340158,0.9950206771971267,1.1127401107193609,10,2.4666666666666663,0.2287917809108222,1.9491037006898924,2.9842296326434403,10,0.47777777777777775,0.0498282372113841,0.3650584740604371,0.5904970814951184,10,2238.0,0.0,2238.0,2238.0,10,4.09093,0.03049602542408876,4.021943197650022,4.159916802349978,10,0.6917460317460317,0.06677483456240234,0.5406908614460281,0.8428012020460353
300,0.5,2.0,loco-ungated-B1,10,1,9,0,0,30,10,1.1289836906085415,0.030681802443694454,1.0595766314429786,1.1983907497741044,10,2.0333333333333328,0.2786652489774323,1.402948744336089,2.6637179223305765,10,0.4222222222222222,0.032288140322523494,0.3491813743181922,0.49526307012625226,10,186.0,0.0,186.0,186.0,10,0.34364999999999996,0.0072578731197384715,0.327231550335503,0.3600684496644969,10,0.42738095238095236,0.04946470973924942,0.31548400493857515,0.5392778998233295
300,0.9,0.25,global-T2,10,8,2,0,2,30,10,5.040527711378646,0.1781452654508218,4.6375351231204816,5.44352029963681,10,1.5333333333333332,0.2287917809108222,1.0157703673565592,2.050896299310107,10,0.3555555555555555,0.022222222222222216,0.3052853963822621,0.40582571472884893,10,1120.4,0.30550504633038933,1119.7088995711729,1121.0911004288273,10,1.9911399999999997,0.019299822681971883,1.9474807678792416,2.0347992321207578,10,0.2966666666666667,0.06130832376125011,0.15797760293100338,0.43535573040233
300,0.9,0.25,global-T4,10,8,2,0,1,30,10,4.988148088181399,0.16398804405648976,4.617181359705743,5.359114816657055,10,1.4666666666666666,0.15869840952317446,1.1076659228391346,1.8256674104941986,10,0.34444444444444444,0.019945054841238898,0.29932559577293283,0.38956329311595606,10,2174.9,0.9363047936792092,2172.7819314044164,2177.018068595584,10,3.8722900000000005,0.020468520274368213,3.8259869902494583,3.9185930097505426,10,0.5083333333333333,0.10426846877290812,0.2724616698446982,0.7442049968219684
300,0.9,0.25,local-T2,10,9,1,0,0,30,10,5.036932411246641,0.1751150441841105,4.6407946597318315,5.433070162761451,10,1.4333333333333331,0.1651785416368723,1.059673512228921,1.8069931544377453,10,0.3555555555555555,0.022222222222222216,0.3052853963822621,0.40582571472884893,10,1120.4,0.30550504633038933,1119.7088995711729,1121.0911004288273,10,1.99992,0.023908946721537788,1.9458342049189126,2.0540057950810873,10,0.3411111111111111,0.08759944378499401,0.1429474018957482,0.539274820326474
300,0.9,0.25,local-T4,10,7,3,0,0,30,10,5.0605612956318105,0.163970994828766,4.68963313518877,5.431489456074851,10,1.5,0.20637972912229677,1.033136617509643,1.966863382490357,10,0.34444444444444444,0.02592592592592592,0.28579592540893545,0.40309296347995344,10,2174.9,0.9363047936792092,2172.7819314044164,2177.018068595584,10,3.91363,0.0365840221651171,3.830871192215212,3.996388807784788,10,0.32111111111111107,0.046538625048438816,0.21583342711100523,0.4263887951112169
300,0.9,0.25,loco-gated-B1,10,1,9,0,2,30,10,5.500327615823602,0.1383328706904223,5.1873969215408255,5.813258310106379,10,1.8,0.2819683897877671,1.1621431873589265,2.4378568126410736,10,0.25555555555555554,0.04699473163129451,0.1492460867820433,0.36186502432906775,10,591.0,0.0,591.0,591.0,10,1.0749199999999999,0.00855530764431582,1.0555665495324686,1.094273450467531,10,0.12039682539682539,0.044187346898567285,0.020438102105182362,0.2203555486884684
300,0.9,0.25,loco-matched-T2,10,1,9,0,2,30,10,5.376815226851059,0.16254561201963158,5.009111506339432,5.744518947362687,10,1.8,0.31111111111111106,1.096217771573892,2.503782228426108,10,0.31111111111111106,0.056897375910137826,0.18240030465157075,0.43982191757065137,10,1140.0,0.0,1140.0,1140.0,10,2.1062600000000002,0.026875607279960512,2.045463152487086,2.1670568475129146,10,0.1696031746031746,0.04498568930336051,0.06783847532216301,0.27136787388418615
300,0.9,0.25,loco-matched-T4,10,3,7,0,0,30,10,5.430471712055201,0.1934073009734555,4.992954000820631,5.867989423289772,10,1.6666666666666667,0.20487876571761968,1.2031986992932981,2.1301346340400356,10,0.2777777777777778,0.04140866624999611,0.1841048668184288,0.3714506887371268,10,2238.0,0.0,2238.0,2238.0,10,4.0632,0.027269376393472787,4.001512384866466,4.1248876151335345,10,0.18888888888888888,0.05118620355957501,0.0730976518701493,0.3046801259076285
300,0.9,0.25,loco-ungated-B1,10,1,9,0,0,30,10,5.495162714865141,0.14389489957008386,5.169649837112548,5.820675592617734,10,1.3,0.1048220125784067,1.0628761334268337,1.5371238665731664,10,0.22222222222222224,0.03312693299999688,0.14728389345474308,0.2971605509897014,10,186.0,0.0,186.0,186.0,10,0.33408,0.0020884763185952896,0.32935553833655523,0.33880446166344474,10,0.1388888888888889,0.046296296296296294,0.03415939061119423,0.24361838716658357
300,0.9,2.0,global-T2,10,4,6,0,1,30,10,0.7668643357744517,0.02239424669739531,0.7162050302024688,0.8175236413464345,10,2.466666666666667,0.3658239474034295,1.639115403724885,3.2942179296084486,10,0.5222222222222221,0.043979044766807085,0.4227347110899666,0.6217097333544777,10,1120.4,0.30550504633038933,1119.7088995711729,1121.0911004288273,10,1.97092,0.012366368370166997,1.9429453312136256,1.9988946687863745,10,0.3590873015873016,0.03459941497382422,0.2808179871756377,0.4373566159989655
300,0.9,2.0,global-T4,10,5,5,0,1,30,10,0.7561897948106601,0.019964151930649977,0.7110277455215486,0.8013518440997716,10,2.5666666666666664,0.3024590575292489,1.8824567432236816,3.2508765901096512,10,0.5111111111111111,0.033945005147821034,0.43432217457474576,0.5879000476474764,10,2174.9,0.9363047936792092,2172.7819314044164,2177.018068595584,10,3.87046,0.019539727053706064,3.826258066486337,3.914661933513663,10,0.4494444444444444,0.041750532881446825,0.3549981774360375,0.5438907114528513
300,0.9,2.0,local-T2,10,3,7,0,1,30,10,0.765143037018593,0.01939727883816989,0.721263343756033,0.809022730281153,10,2.2666666666666666,0.24745619390355653,1.7068818651489548,2.8264514681843784,10,0.5111111111111111,0.033945005147821034,0.43432217457474576,0.5879000476474764,10,1120.4,0.30550504633038933,1119.7088995711729,1121.0911004288273,10,1.97269,0.010716368062195537,1.9484478912289225,1.9969321087710776,10,0.4083333333333333,0.04639434062738317,0.30338204336979874,0.513284623296868
300,0.9,2.0,local-T4,10,5,5,0,0,30,10,0.7561264304179625,0.02059819202451295,0.7095300827890176,0.8027227780469073,10,2.3,0.24570382652773312,1.744179328893361,2.8558206711066387,10,0.4999999999999999,0.02986021388258721,0.43245150328281884,0.5675484967171809,10,2174.9,0.9363047936792092,2172.7819314044164,2177.018068595584,10,3.85578,0.02348840754263448,3.8026455306347065,3.908914469365294,10,0.43555555555555553,0.051720733691168884,0.3185551273708994,0.5525559837402116
300,0.9,2.0,loco-gated-B1,10,1,9,0,1,30,10,0.8333180748874346,0.04380217879899656,0.7342306623711169,0.9324054874037523,10,2.166666666666667,0.38888888888888884,1.2869388811340319,3.0463944521993023,10,0.4666666666666666,0.05443310539518172,0.3435304274036067,0.5898029059297265,10,591.0,0.0,591.0,591.0,10,1.0770699999999997,0.007957917790198353,1.0590679392699434,1.0950720607300561,10,0.20960317460317462,0.04620117969042674,0.10508884503674883,0.31411750416960044
300,0.9,2.0,loco-matched-T2,10,4,6,0,1,30,10,0.7608512896215383,0.021888290229263214,0.7113365370980045,0.810366042145072,10,2.833333333333333,0.37924551479724466,1.9754203755756534,3.6912462910910127,10,0.4999999999999999,0.0475749354765375,0.3923780189420881,0.6076219810579117,10,1140.0,0.0,1140.0,1140.0,10,2.06168,0.015298146583455437,2.0270731881286994,2.0962868118713005,10,0.41380952380952385,0.07707227811880071,0.23945991780990347,0.5881591298091442
300,0.9,2.0,loco-matched-T4,10,3,7,0,0,30,10,0.7601159519677059,0.02228826247064236,0.7096963993734159,0.8105355045619959,10,2.9,0.348010216963685,2.1127461949686426,3.6872538050313572,10,0.5333333333333333,0.0398901096824778,0.44309563599031015,0.6235710306763566,10,2238.0,0.0,2238.0,2238.0,10,4.07014,0.03040825618881234,4.001351745454276,4.138928254545725,10,0.4765079365079365,0.06741156034485474,0.32401239241841995,0.629003480597453
300,0.9,2.0,loco-ungated-B1,10,2,8,0,0,30,10,0.8055875698369045,0.032434204359587965,0.7322163021252018,0.8789588375486072,10,2.3333333333333335,0.24343224778007386,1.7826513303615719,2.884015336305095,10,0.48888888888888893,0.029629629629629624,0.42186200999116436,0.5559157677866136,10,186.0,0.0,186.0,186.0,10,0.33432,0.001955664138399594,0.3298959803612918,0.3387440196387082,10,0.302579365079365,0.05525261477006748,0.17758926681392695,0.42756946334480306
